RETE 1 - rumore = 0.5 
8	8	8	8	8.0
8	8	8	8	8.0
3	3	17	3.112	3.0
7	7	7	7	7.0
8	8	8	8	8.0
7	7	19	7.096	7.0
8	8	8	8	8.0
8	8	19	8.088	8.0
8	8	8	8	8.0
7	7	19	7.096	7.0
6	6	11	6.01	6.0
8	8	8	8	8.0
5	5	5	5	5.0
8	8	19	8.088	8.0
7	7	19	7.096	7.0
8	8	8	8	8.0
8	8	8	8	8.0
5	5	18	5.104	5.0
8	8	17	8.072	8.0
8	8	8	8	8.0

