RETE 1 - rumore = 0.02 
8	8	20	8.656	8.0
8	8	8	8	8.0
3	3	20	4.934	5.0
7	7	8	7.118	7.0
8	8	20	8.686	8.0
7	7	20	7.234	7.0
8	8	20	8.421	8.0
8	8	20	8.089	8.0
8	8	20	8.03	8.0
7	7	20	7.231	7.0
6	6	8	6.276	6.0
8	8	20	8.023	8.0
5	5	8	5.41	5.0
8	8	20	8.089	8.0
7	7	20	7.226	7.0
8	8	20	8.093	8.0
8	8	20	8.035	8.0
5	5	20	5.879	6.0
8	8	18	8.075	8.0
8	8	8	8	8.0

